Year,Use of Funds,Expenditure by Provincial/Territorial Government,Expenditure by Public Government,Total Expenditure,"Critical Illness rate (per 10,000 population)",Life Expectancy,Province_British Columbia,Province_Manitoba,Province_New Brunswick,Province_Newfoundland and Labrador,Province_Northwest Territories,Province_Nova Scotia,Province_Nunavut,Province_Ontario,Province_Prince Edward Island,Province_Quebec,Province_Saskatchewan,Province_Yukon
2006,Total,139190955,173929008,313119963,294.4,76.95,0,0,0,0,0,0,0,0,0,0,0,1
2007,Total,146597396,180274553,326871949,337.9,76.76,0,0,0,0,0,0,0,0,0,0,0,1
2008,Total,160741947,193505760,354247707,287.1,76.76,0,0,0,0,0,0,0,0,0,0,0,1
2009,Total,186241616,224867388,411109004,429.8,76.86,0,0,0,0,0,0,0,0,0,0,0,1
2010,Total,198788068,236859358,435647426,419.1,77.25,0,0,0,0,0,0,0,0,0,0,0,1
2011,Total,212850827,251604565,464455392,424.1,77.99,0,0,0,0,0,0,0,0,0,0,0,1
2012,Total,224563636,265312236,489875871,387.3,78.46,0,0,0,0,0,0,0,0,0,0,0,1
2013,Total,235323369,276862895,512186264,384.0,78.61,0,0,0,0,0,0,0,0,0,0,0,1
2014,Total,242499865,283984249,526484115,364.0,78.53,0,0,0,0,0,0,0,0,0,0,0,1
2015,Total,262602790,306251538,568854327,451.3,78.56,0,0,0,0,0,0,0,0,0,0,0,1
2016,Total,326902266,369932873,696835139,441.0,78.68,0,0,0,0,0,0,0,0,0,0,0,1
2017,Total,369918739,415164552,785083291,417.4,78.76,0,0,0,0,0,0,0,0,0,0,0,1
2018,Total,351907134,401095755,753002889,457.9,78.8,0,0,0,0,0,0,0,0,0,0,0,1
2019,Total,352382815,406455312,758838126,424.9,78.91,0,0,0,0,0,0,0,0,0,0,0,1
2020,Total,379713965,475639186,855353151,393.3,79.01,0,0,0,0,0,0,0,0,0,0,0,1
2021,Total,404518585,513024821,917543406,302.6,79.1,0,0,0,0,0,0,0,0,0,0,0,1
2022,Total,417276220,523493542,940769763,289.9,79.17,0,0,0,0,0,0,0,0,0,0,0,1
2023,Total,405004365,511879450,916883815,290.6,79.22,0,0,0,0,0,0,0,0,0,0,0,1
2003,Hospitals,89872445,90461687,180334133,273.7,75.58,0,0,0,0,1,0,0,0,0,0,0,0
2004,Hospitals,102908889,103374316,206283204,285.8,75.96,0,0,0,0,1,0,0,0,0,0,0,0
2005,Hospitals,108489925,109037478,217527403,276.5,76.88,0,0,0,0,1,0,0,0,0,0,0,0
2006,Hospitals,120243538,120807117,241050655,231.6,77.8,0,0,0,0,1,0,0,0,0,0,0,0
2007,Hospitals,137398510,137894382,275292891,311.1,77.32,0,0,0,0,1,0,0,0,0,0,0,0
2008,Hospitals,141500642,142205350,283705992,242.0,76.44,0,0,0,0,1,0,0,0,0,0,0,0
2009,Hospitals,145551885,146312272,291864156,289.5,76.61,0,0,0,0,1,0,0,0,0,0,0,0
2010,Hospitals,158458338,159016878,317475216,300.3,76.77,0,0,0,0,1,0,0,0,0,0,0,0
2011,Hospitals,170654242,171427886,342082128,310.4,77.59,0,0,0,0,1,0,0,0,0,0,0,0
2012,Hospitals,192277669,193314872,385592541,332.4,77.91,0,0,0,0,1,0,0,0,0,0,0,0
2013,Hospitals,207877716,208366946,416244662,308.4,77.82,0,0,0,0,1,0,0,0,0,0,0,0
2014,Hospitals,209898972,210328772,420227744,376.3,77.65,0,0,0,0,1,0,0,0,0,0,0,0
2015,Hospitals,218895239,219417433,438312672,327.7,77.65,0,0,0,0,1,0,0,0,0,0,0,0
2016,Hospitals,228416620,228928840,457345459,392.2,77.21,0,0,0,0,1,0,0,0,0,0,0,0
2017,Hospitals,225889718,226233801,452123520,414.3,77.11,0,0,0,0,1,0,0,0,0,0,0,0
2018,Hospitals,241117416,241529232,482646647,381.7,76.93,0,0,0,0,1,0,0,0,0,0,0,0
2019,Hospitals,288380445,288992372,577372817,438.8,77.37,0,0,0,0,1,0,0,0,0,0,0,0
2020,Hospitals,300677180,303337535,604014716,337.0,77.0,0,0,0,0,1,0,0,0,0,0,0,0
2021,Hospitals,310367301,313794777,624162078,370.1,77.34,0,0,0,0,1,0,0,0,0,0,0,0
2022,Hospitals,330068586,333748568,663817154,360.7,77.5,0,0,0,0,1,0,0,0,0,0,0,0
2023,Hospitals,335701750,339679911,675381661,365.8,77.67,0,0,0,0,1,0,0,0,0,0,0,0
2003,Physicians,30147589,30668976,60816564,273.7,75.58,0,0,0,0,1,0,0,0,0,0,0,0
2004,Physicians,34153079,34640234,68793313,285.8,75.96,0,0,0,0,1,0,0,0,0,0,0,0
2005,Physicians,35698529,36309594,72008122,276.5,76.88,0,0,0,0,1,0,0,0,0,0,0,0
2006,Physicians,37443063,38049440,75492503,231.6,77.8,0,0,0,0,1,0,0,0,0,0,0,0
2007,Physicians,40195067,40969824,81164891,311.1,77.32,0,0,0,0,1,0,0,0,0,0,0,0
2008,Physicians,42662498,43276015,85938513,242.0,76.44,0,0,0,0,1,0,0,0,0,0,0,0
2009,Physicians,45998055,46874618,92872673,289.5,76.61,0,0,0,0,1,0,0,0,0,0,0,0
2010,Physicians,25603943,26681080,52285023,300.3,76.77,0,0,0,0,1,0,0,0,0,0,0,0
2011,Physicians,18215476,19353062,37568538,310.4,77.59,0,0,0,0,1,0,0,0,0,0,0,0
2012,Physicians,16337161,17497039,33834200,332.4,77.91,0,0,0,0,1,0,0,0,0,0,0,0
2013,Physicians,15727507,16719194,32446701,308.4,77.82,0,0,0,0,1,0,0,0,0,0,0,0
2014,Physicians,17517912,18733890,36251802,376.3,77.65,0,0,0,0,1,0,0,0,0,0,0,0
2015,Physicians,18257044,19688324,37945368,327.7,77.65,0,0,0,0,1,0,0,0,0,0,0,0
2016,Physicians,19091842,20501096,39592938,392.2,77.21,0,0,0,0,1,0,0,0,0,0,0,0
2017,Physicians,18009219,19403682,37412901,414.3,77.11,0,0,0,0,1,0,0,0,0,0,0,0
2018,Physicians,17431374,19039560,36470934,381.7,76.93,0,0,0,0,1,0,0,0,0,0,0,0
2019,Physicians,15388978,17036213,32425191,438.8,77.37,0,0,0,0,1,0,0,0,0,0,0,0
2020,Physicians,16764793,23788487,40553279,337.0,77.0,0,0,0,0,1,0,0,0,0,0,0,0
2021,Physicians,15218221,24473894,39692115,370.1,77.34,0,0,0,0,1,0,0,0,0,0,0,0
2022,Physicians,23718946,33966626,57685572,360.7,77.5,0,0,0,0,1,0,0,0,0,0,0,0
2023,Physicians,28927000,39562928,68489928,365.8,77.67,0,0,0,0,1,0,0,0,0,0,0,0
2003,Other Professionals,1480634,8342238,9822871,273.7,75.58,0,0,0,0,1,0,0,0,0,0,0,0
2004,Other Professionals,1623903,7942406,9566308,285.8,75.96,0,0,0,0,1,0,0,0,0,0,0,0
2005,Other Professionals,1772416,9313154,11085570,276.5,76.88,0,0,0,0,1,0,0,0,0,0,0,0
2006,Other Professionals,1834957,10653649,12488606,231.6,77.8,0,0,0,0,1,0,0,0,0,0,0,0
2007,Other Professionals,2071166,10399810,12470976,311.1,77.32,0,0,0,0,1,0,0,0,0,0,0,0
2008,Other Professionals,2442079,10750027,13192106,242.0,76.44,0,0,0,0,1,0,0,0,0,0,0,0
2009,Other Professionals,2725843,13399949,16125792,289.5,76.61,0,0,0,0,1,0,0,0,0,0,0,0
2010,Other Professionals,2531290,14991879,17523170,300.3,76.77,0,0,0,0,1,0,0,0,0,0,0,0
2011,Other Professionals,2513550,14298847,16812397,310.4,77.59,0,0,0,0,1,0,0,0,0,0,0,0
2012,Other Professionals,2169709,13368788,15538497,332.4,77.91,0,0,0,0,1,0,0,0,0,0,0,0
2013,Other Professionals,2317334,13656500,15973834,308.4,77.82,0,0,0,0,1,0,0,0,0,0,0,0
2014,Other Professionals,3013343,13485615,16498959,376.3,77.65,0,0,0,0,1,0,0,0,0,0,0,0
2015,Other Professionals,3194443,14200179,17394622,327.7,77.65,0,0,0,0,1,0,0,0,0,0,0,0
2016,Other Professionals,2892015,10845793,13737807,392.2,77.21,0,0,0,0,1,0,0,0,0,0,0,0
2017,Other Professionals,3329095,10320976,13650071,414.3,77.11,0,0,0,0,1,0,0,0,0,0,0,0
2018,Other Professionals,3648744,11160883,14809627,381.7,76.93,0,0,0,0,1,0,0,0,0,0,0,0
2019,Other Professionals,3950423,12215709,16166132,438.8,77.37,0,0,0,0,1,0,0,0,0,0,0,0
2020,Other Professionals,3271958,13540302,16812259,337.0,77.0,0,0,0,0,1,0,0,0,0,0,0,0
2021,Other Professionals,2901274,16546527,19447801,370.1,77.34,0,0,0,0,1,0,0,0,0,0,0,0
2022,Other Professionals,3115632,18869429,21985061,360.7,77.5,0,0,0,0,1,0,0,0,0,0,0,0
2023,Other Professionals,3200000,19598056,22798056,365.8,77.67,0,0,0,0,1,0,0,0,0,0,0,0
2003,Drugs,3200294,12257312,15457606,273.7,75.58,0,0,0,0,1,0,0,0,0,0,0,0
2004,Drugs,3609025,11828722,15437747,285.8,75.96,0,0,0,0,1,0,0,0,0,0,0,0
2005,Drugs,3743732,9968820,13712552,276.5,76.88,0,0,0,0,1,0,0,0,0,0,0,0
2006,Drugs,4254412,10625117,14879530,231.6,77.8,0,0,0,0,1,0,0,0,0,0,0,0
2007,Drugs,4857065,13199021,18056086,311.1,77.32,0,0,0,0,1,0,0,0,0,0,0,0
2008,Drugs,5131035,13749176,18880210,242.0,76.44,0,0,0,0,1,0,0,0,0,0,0,0
2009,Drugs,5385102,15110100,20495202,289.5,76.61,0,0,0,0,1,0,0,0,0,0,0,0
2010,Drugs,6286710,17085089,23371799,300.3,76.77,0,0,0,0,1,0,0,0,0,0,0,0
2011,Drugs,6485131,17894179,24379310,310.4,77.59,0,0,0,0,1,0,0,0,0,0,0,0
2012,Drugs,6884739,18184941,25069680,332.4,77.91,0,0,0,0,1,0,0,0,0,0,0,0
2013,Drugs,6526192,17382026,23908218,308.4,77.82,0,0,0,0,1,0,0,0,0,0,0,0
2014,Drugs,7659638,18713639,26373277,376.3,77.65,0,0,0,0,1,0,0,0,0,0,0,0
2015,Drugs,8672205,21789252,30461457,327.7,77.65,0,0,0,0,1,0,0,0,0,0,0,0
2016,Drugs,8383128,19998850,28381979,392.2,77.21,0,0,0,0,1,0,0,0,0,0,0,0
2017,Drugs,9074425,20553142,29627567,414.3,77.11,0,0,0,0,1,0,0,0,0,0,0,0
2018,Drugs,9441271,21329996,30771268,381.7,76.93,0,0,0,0,1,0,0,0,0,0,0,0
2019,Drugs,10183169,23162079,33345248,438.8,77.37,0,0,0,0,1,0,0,0,0,0,0,0
2020,Drugs,9128379,22757775,31886154,337.0,77.0,0,0,0,0,1,0,0,0,0,0,0,0
2021,Drugs,9633481,26042197,35675678,370.1,77.34,0,0,0,0,1,0,0,0,0,0,0,0
2022,Drugs,9236376,28062586,37298961,360.7,77.5,0,0,0,0,1,0,0,0,0,0,0,0
2023,Drugs,9000000,28578105,37578105,365.8,77.67,0,0,0,0,1,0,0,0,0,0,0,0
2003,Public Health,8265815,21976313,30242128,273.7,75.58,0,0,0,0,1,0,0,0,0,0,0,0
2004,Public Health,8131244,22375925,30507169,285.8,75.96,0,0,0,0,1,0,0,0,0,0,0,0
2005,Public Health,7609827,22804113,30413941,276.5,76.88,0,0,0,0,1,0,0,0,0,0,0,0
2006,Public Health,7153710,23739816,30893526,231.6,77.8,0,0,0,0,1,0,0,0,0,0,0,0
2007,Public Health,7439787,26399687,33839473,311.1,77.32,0,0,0,0,1,0,0,0,0,0,0,0
2008,Public Health,8135503,28718874,36854377,242.0,76.44,0,0,0,0,1,0,0,0,0,0,0,0
2009,Public Health,7790374,42355716,50146090,289.5,76.61,0,0,0,0,1,0,0,0,0,0,0,0
2010,Public Health,29172144,59606623,88778767,300.3,76.77,0,0,0,0,1,0,0,0,0,0,0,0
2011,Public Health,34990918,64459006,99449924,310.4,77.59,0,0,0,0,1,0,0,0,0,0,0,0
2012,Public Health,28238086,58356992,86595078,332.4,77.91,0,0,0,0,1,0,0,0,0,0,0,0
2013,Public Health,28099480,59024531,87124011,308.4,77.82,0,0,0,0,1,0,0,0,0,0,0,0
2014,Public Health,33402032,65242893,98644925,376.3,77.65,0,0,0,0,1,0,0,0,0,0,0,0
2015,Public Health,36276893,68928377,105205270,327.7,77.65,0,0,0,0,1,0,0,0,0,0,0,0
2016,Public Health,38625954,73421597,112047550,392.2,77.21,0,0,0,0,1,0,0,0,0,0,0,0
2017,Public Health,40132685,74538549,114671234,414.3,77.11,0,0,0,0,1,0,0,0,0,0,0,0
2018,Public Health,41080382,79059084,120139466,381.7,76.93,0,0,0,0,1,0,0,0,0,0,0,0
2019,Public Health,44855799,85106176,129961976,438.8,77.37,0,0,0,0,1,0,0,0,0,0,0,0
2020,Public Health,23896660,77305399,101202058,337.0,77.0,0,0,0,0,1,0,0,0,0,0,0,0
2021,Public Health,17890591,73070462,90961053,370.1,77.34,0,0,0,0,1,0,0,0,0,0,0,0
2022,Public Health,41862269,101251112,143113380,360.7,77.5,0,0,0,0,1,0,0,0,0,0,0,0
2023,Public Health,48729500,110115559,158845059,365.8,77.67,0,0,0,0,1,0,0,0,0,0,0,0
2003,Administration,11293975,14070666,25364641,273.7,75.58,0,0,0,0,1,0,0,0,0,0,0,0
2004,Administration,11530157,14651127,26181284,285.8,75.96,0,0,0,0,1,0,0,0,0,0,0,0
2005,Administration,9112519,20841955,29954474,276.5,76.88,0,0,0,0,1,0,0,0,0,0,0,0
2006,Administration,9021078,24021320,33042397,231.6,77.8,0,0,0,0,1,0,0,0,0,0,0,0
2007,Administration,10124348,26161540,36285888,311.1,77.32,0,0,0,0,1,0,0,0,0,0,0,0
2008,Administration,8062270,24481850,32544119,242.0,76.44,0,0,0,0,1,0,0,0,0,0,0,0
2009,Administration,7317462,17419640,24737101,289.5,76.61,0,0,0,0,1,0,0,0,0,0,0,0
2010,Administration,16601024,21444043,38045067,300.3,76.77,0,0,0,0,1,0,0,0,0,0,0,0
2011,Administration,19865661,24169631,44035292,310.4,77.59,0,0,0,0,1,0,0,0,0,0,0,0
2012,Administration,19484579,23634366,43118945,332.4,77.91,0,0,0,0,1,0,0,0,0,0,0,0
2013,Administration,21688529,25795415,47483945,308.4,77.82,0,0,0,0,1,0,0,0,0,0,0,0
2014,Administration,24859386,27636477,52495863,376.3,77.65,0,0,0,0,1,0,0,0,0,0,0,0
2015,Administration,26438656,28629582,55068239,327.7,77.65,0,0,0,0,1,0,0,0,0,0,0,0
2016,Administration,28413411,31012640,59426050,392.2,77.21,0,0,0,0,1,0,0,0,0,0,0,0
2017,Administration,26588052,29552278,56140329,414.3,77.11,0,0,0,0,1,0,0,0,0,0,0,0
2018,Administration,20638115,26362756,47000871,381.7,76.93,0,0,0,0,1,0,0,0,0,0,0,0
2019,Administration,18804251,30777582,49581833,438.8,77.37,0,0,0,0,1,0,0,0,0,0,0,0
2020,Administration,21206508,44391484,65597992,337.0,77.0,0,0,0,0,1,0,0,0,0,0,0,0
2021,Administration,22896731,56305993,79202723,370.1,77.34,0,0,0,0,1,0,0,0,0,0,0,0
2022,Administration,23572223,62613924,86186148,360.7,77.5,0,0,0,0,1,0,0,0,0,0,0,0
2023,Administration,21590250,62193944,83784194,365.8,77.67,0,0,0,0,1,0,0,0,0,0,0,0
2003,Other Health Spending: Net of HCC,22575155,31247875,53823030,273.7,75.58,0,0,0,0,1,0,0,0,0,0,0,0
2004,Other Health Spending: Net of HCC,23841530,33795793,57637323,285.8,75.96,0,0,0,0,1,0,0,0,0,0,0,0
2005,Other Health Spending: Net of HCC,25065066,34383788,59448854,276.5,76.88,0,0,0,0,1,0,0,0,0,0,0,0
2006,Other Health Spending: Net of HCC,25395603,36682598,62078201,231.6,77.8,0,0,0,0,1,0,0,0,0,0,0,0
2007,Other Health Spending: Net of HCC,26813444,37455886,64269330,311.1,77.32,0,0,0,0,1,0,0,0,0,0,0,0
2008,Other Health Spending: Net of HCC,31733248,42627586,74360834,242.0,76.44,0,0,0,0,1,0,0,0,0,0,0,0
2009,Other Health Spending: Net of HCC,30722098,47978423,78700522,289.5,76.61,0,0,0,0,1,0,0,0,0,0,0,0
2010,Other Health Spending: Net of HCC,30579995,50589896,81169891,300.3,76.77,0,0,0,0,1,0,0,0,0,0,0,0
2011,Other Health Spending: Net of HCC,34606286,56257814,90864100,310.4,77.59,0,0,0,0,1,0,0,0,0,0,0,0
2012,Other Health Spending: Net of HCC,37584281,62499294,100083576,332.4,77.91,0,0,0,0,1,0,0,0,0,0,0,0
2013,Other Health Spending: Net of HCC,33513313,65783280,99296592,308.4,77.82,0,0,0,0,1,0,0,0,0,0,0,0
2014,Other Health Spending: Net of HCC,33826948,67832192,101659140,376.3,77.65,0,0,0,0,1,0,0,0,0,0,0,0
2015,Other Health Spending: Net of HCC,36115942,71969490,108085431,327.7,77.65,0,0,0,0,1,0,0,0,0,0,0,0
2016,Other Health Spending: Net of HCC,39225319,78772706,117998025,392.2,77.21,0,0,0,0,1,0,0,0,0,0,0,0
2017,Other Health Spending: Net of HCC,42339047,88118673,130457720,414.3,77.11,0,0,0,0,1,0,0,0,0,0,0,0
2018,Other Health Spending: Net of HCC,43397310,92126159,135523469,381.7,76.93,0,0,0,0,1,0,0,0,0,0,0,0
2019,Other Health Spending: Net of HCC,43008588,97091126,140099714,438.8,77.37,0,0,0,0,1,0,0,0,0,0,0,0
2020,Other Health Spending: Net of HCC,43023456,103562066,146585522,337.0,77.0,0,0,0,0,1,0,0,0,0,0,0,0
2021,Other Health Spending: Net of HCC,40650351,101511350,142161701,370.1,77.34,0,0,0,0,1,0,0,0,0,0,0,0
2022,Other Health Spending: Net of HCC,49634487,116154943,165789430,360.7,77.5,0,0,0,0,1,0,0,0,0,0,0,0
2023,Other Health Spending: Net of HCC,53101755,122412917,175514672,365.8,77.67,0,0,0,0,1,0,0,0,0,0,0,0
2003,COVID-19 Response Funding,,,0,273.7,75.58,0,0,0,0,1,0,0,0,0,0,0,0
2004,COVID-19 Response Funding,,,0,285.8,75.96,0,0,0,0,1,0,0,0,0,0,0,0
2005,COVID-19 Response Funding,,,0,276.5,76.88,0,0,0,0,1,0,0,0,0,0,0,0
2006,COVID-19 Response Funding,,,0,231.6,77.8,0,0,0,0,1,0,0,0,0,0,0,0
2007,COVID-19 Response Funding,,,0,311.1,77.32,0,0,0,0,1,0,0,0,0,0,0,0
2008,COVID-19 Response Funding,,,0,242.0,76.44,0,0,0,0,1,0,0,0,0,0,0,0
2009,COVID-19 Response Funding,,,0,289.5,76.61,0,0,0,0,1,0,0,0,0,0,0,0
2010,COVID-19 Response Funding,,,0,300.3,76.77,0,0,0,0,1,0,0,0,0,0,0,0
2011,COVID-19 Response Funding,,,0,310.4,77.59,0,0,0,0,1,0,0,0,0,0,0,0
2012,COVID-19 Response Funding,,,0,332.4,77.91,0,0,0,0,1,0,0,0,0,0,0,0
2013,COVID-19 Response Funding,,,0,308.4,77.82,0,0,0,0,1,0,0,0,0,0,0,0
2014,COVID-19 Response Funding,,,0,376.3,77.65,0,0,0,0,1,0,0,0,0,0,0,0
2015,COVID-19 Response Funding,,,0,327.7,77.65,0,0,0,0,1,0,0,0,0,0,0,0
2016,COVID-19 Response Funding,,,0,392.2,77.21,0,0,0,0,1,0,0,0,0,0,0,0
2017,COVID-19 Response Funding,,,0,414.3,77.11,0,0,0,0,1,0,0,0,0,0,0,0
2018,COVID-19 Response Funding,,,0,381.7,76.93,0,0,0,0,1,0,0,0,0,0,0,0
2019,COVID-19 Response Funding,,,0,438.8,77.37,0,0,0,0,1,0,0,0,0,0,0,0
2020,COVID-19 Response Funding,48494162,63901565,112395727,337.0,77.0,0,0,0,0,1,0,0,0,0,0,0,0
2021,COVID-19 Response Funding,64974577,79077426,144052004,370.1,77.34,0,0,0,0,1,0,0,0,0,0,0,0
2022,COVID-19 Response Funding,16269952,19330199,35600151,360.7,77.5,0,0,0,0,1,0,0,0,0,0,0,0
2023,COVID-19 Response Funding,,,0,365.8,77.67,0,0,0,0,1,0,0,0,0,0,0,0
2003,Total,191302883,233501788,424804671,273.7,75.58,0,0,0,0,1,0,0,0,0,0,0,0
2004,Total,211117881,253934976,465052857,285.8,75.96,0,0,0,0,1,0,0,0,0,0,0,0
2005,Total,217271005,268443930,485714936,276.5,76.88,0,0,0,0,1,0,0,0,0,0,0,0
2006,Total,226884362,286123055,513007417,231.6,77.8,0,0,0,0,1,0,0,0,0,0,0,0
2007,Total,254505098,318093241,572598338,311.1,77.32,0,0,0,0,1,0,0,0,0,0,0,0
2008,Total,275036656,341186700,616223356,242.0,76.44,0,0,0,0,1,0,0,0,0,0,0,0
2009,Total,289942817,373905703,663848521,289.5,76.61,0,0,0,0,1,0,0,0,0,0,0,0
2010,Total,318801539,398985026,717786565,300.3,76.77,0,0,0,0,1,0,0,0,0,0,0,0
2011,Total,351769492,432301420,784070911,310.4,77.59,0,0,0,0,1,0,0,0,0,0,0,0
2012,Total,366066652,449949462,816016114,332.4,77.91,0,0,0,0,1,0,0,0,0,0,0,0
2013,Total,411909842,497198644,909108486,308.4,77.82,0,0,0,0,1,0,0,0,0,0,0,0
2014,Total,442931927,528834267,971766194,376.3,77.65,0,0,0,0,1,0,0,0,0,0,0,0
2015,Total,471889031,562301164,1034190195,327.7,77.65,0,0,0,0,1,0,0,0,0,0,0,0
2016,Total,525751896,617437772,1143189667,392.2,77.21,0,0,0,0,1,0,0,0,0,0,0,0
2017,Total,504496494,600809950,1105306444,414.3,77.11,0,0,0,0,1,0,0,0,0,0,0,0
2018,Total,531831277,638990857,1170822134,381.7,76.93,0,0,0,0,1,0,0,0,0,0,0,0
2019,Total,543414618,663811090,1207225707,438.8,77.37,0,0,0,0,1,0,0,0,0,0,0,0
2020,Total,573051735,750435278,1323487013,337.0,77.0,0,0,0,0,1,0,0,0,0,0,0,0
2021,Total,608878561,809190749,1418069310,370.1,77.34,0,0,0,0,1,0,0,0,0,0,0,0
2022,Total,630524099,840725434,1471249532,360.7,77.5,0,0,0,0,1,0,0,0,0,0,0,0
2023,Total,638811250,853999907,1492811157,365.8,77.67,0,0,0,0,1,0,0,0,0,0,0,0
2003,Hospitals,93149952,93506441,186656393,254.9,70.09,0,0,0,0,0,0,1,0,0,0,0,0
2004,Hospitals,102693680,102961022,205654702,260.7,70.14,0,0,0,0,0,0,1,0,0,0,0,0
2005,Hospitals,113217930,113499606,226717535,247.3,70.99,0,0,0,0,0,0,1,0,0,0,0,0
2006,Hospitals,127764093,128120156,255884249,210.9,71.74,0,0,0,0,0,0,1,0,0,0,0,0
2007,Hospitals,130034194,130268288,260302482,175.2,71.7,0,0,0,0,0,0,1,0,0,0,0,0
2008,Hospitals,127315472,127646355,254961827,172.4,71.25,0,0,0,0,0,0,1,0,0,0,0,0
2009,Hospitals,139483028,139837961,279320988,168.7,71.08,0,0,0,0,0,0,1,0,0,0,0,0
2010,Hospitals,142873515,143150891,286024407,179.9,71.53,0,0,0,0,0,0,1,0,0,0,0,0
2011,Hospitals,149188933,149640546,298829479,175.5,71.25,0,0,0,0,0,0,1,0,0,0,0,0
2012,Hospitals,159429518,160094434,319523951,158.7,71.65,0,0,0,0,0,0,1,0,0,0,0,0
2013,Hospitals,166246505,166548688,332795194,184.0,70.21,0,0,0,0,0,0,1,0,0,0,0,0
2014,Hospitals,171420514,171696227,343116741,180.7,70.73,0,0,0,0,0,0,1,0,0,0,0,0
2015,Hospitals,180365756,180708689,361074445,191.8,71.0,0,0,0,0,0,0,1,0,0,0,0,0
2016,Hospitals,193338944,193658151,386997096,175.8,71.66,0,0,0,0,0,0,1,0,0,0,0,0
2017,Hospitals,210721420,210919815,421641235,225.7,71.74,0,0,0,0,0,0,1,0,0,0,0,0
2018,Hospitals,227962381,228205140,456167521,195.7,71.13,0,0,0,0,0,0,1,0,0,0,0,0
2019,Hospitals,249812855,250246624,500059479,167.4,70.63,0,0,0,0,0,0,1,0,0,0,0,0
2020,Hospitals,250692846,252867299,503560145,177.3,70.74,0,0,0,0,0,0,1,0,0,0,0,0
2021,Hospitals,265159834,267979006,533138840,174.6,70.45,0,0,0,0,0,0,1,0,0,0,0,0
2022,Hospitals,301315478,304362003,605677481,160.3,71.14,0,0,0,0,0,0,1,0,0,0,0,0
2023,Hospitals,323280622,326586252,649866874,155.7,71.25,0,0,0,0,0,0,1,0,0,0,0,0
2003,Physicians,24497910,24792841,49290751,254.9,70.09,0,0,0,0,0,0,1,0,0,0,0,0
2004,Physicians,26143402,26395799,52539201,260.7,70.14,0,0,0,0,0,0,1,0,0,0,0,0
2005,Physicians,28617278,28945476,57562754,247.3,70.99,0,0,0,0,0,0,1,0,0,0,0,0
2006,Physicians,30955758,31340183,62295940,210.9,71.74,0,0,0,0,0,0,1,0,0,0,0,0
2007,Physicians,30107456,30606523,60713979,175.2,71.7,0,0,0,0,0,0,1,0,0,0,0,0
2008,Physicians,21096246,21456650,42552896,172.4,71.25,0,0,0,0,0,0,1,0,0,0,0,0
2009,Physicians,19056425,19597954,38654379,168.7,71.08,0,0,0,0,0,0,1,0,0,0,0,0
2010,Physicians,20239461,20924657,41164118,179.9,71.53,0,0,0,0,0,0,1,0,0,0,0,0
2011,Physicians,20893965,21641396,42535361,175.5,71.25,0,0,0,0,0,0,1,0,0,0,0,0
2012,Physicians,22240586,23020169,45260755,158.7,71.65,0,0,0,0,0,0,1,0,0,0,0,0
2013,Physicians,23696535,24372327,48068861,184.0,70.21,0,0,0,0,0,0,1,0,0,0,0,0
2014,Physicians,24785668,25624481,50410149,180.7,70.73,0,0,0,0,0,0,1,0,0,0,0,0
2015,Physicians,27269675,28283913,55553588,191.8,71.0,0,0,0,0,0,0,1,0,0,0,0,0
2016,Physicians,27819676,28830707,56650383,175.8,71.66,0,0,0,0,0,0,1,0,0,0,0,0
2017,Physicians,28316537,29321299,57637836,225.7,71.74,0,0,0,0,0,0,1,0,0,0,0,0
2018,Physicians,28195670,29324414,57520084,195.7,71.13,0,0,0,0,0,0,1,0,0,0,0,0
2019,Physicians,29459907,30680658,60140565,167.4,70.63,0,0,0,0,0,0,1,0,0,0,0,0
2020,Physicians,30722595,36654689,67377284,177.3,70.74,0,0,0,0,0,0,1,0,0,0,0,0
2021,Physicians,33881633,41798856,75680489,174.6,70.45,0,0,0,0,0,0,1,0,0,0,0,0
2022,Physicians,38392857,47242450,85635306,160.3,71.14,0,0,0,0,0,0,1,0,0,0,0,0
2023,Physicians,41036703,50240705,91277408,155.7,71.25,0,0,0,0,0,0,1,0,0,0,0,0
2003,Other Professionals,1887758,8720601,10608359,254.9,70.09,0,0,0,0,0,0,1,0,0,0,0,0
2004,Other Professionals,1948539,11601961,13550500,260.7,70.14,0,0,0,0,0,0,1,0,0,0,0,0
2005,Other Professionals,2229052,11453295,13682346,247.3,70.99,0,0,0,0,0,0,1,0,0,0,0,0
2006,Other Professionals,2377765,10350620,12728385,210.9,71.74,0,0,0,0,0,0,1,0,0,0,0,0
2007,Other Professionals,2427206,12819666,15246872,175.2,71.7,0,0,0,0,0,0,1,0,0,0,0,0
2008,Other Professionals,3091851,13840551,16932402,172.4,71.25,0,0,0,0,0,0,1,0,0,0,0,0
2009,Other Professionals,3644809,12775144,16419953,168.7,71.08,0,0,0,0,0,0,1,0,0,0,0,0
2010,Other Professionals,2703663,12080764,14784427,179.9,71.53,0,0,0,0,0,0,1,0,0,0,0,0
2011,Other Professionals,2190267,11072280,13262547,175.5,71.25,0,0,0,0,0,0,1,0,0,0,0,0
2012,Other Professionals,2344445,11082781,13427226,158.7,71.65,0,0,0,0,0,0,1,0,0,0,0,0
2013,Other Professionals,2570362,11487433,14057794,184.0,70.21,0,0,0,0,0,0,1,0,0,0,0,0
2014,Other Professionals,2586632,10991012,13577644,180.7,70.73,0,0,0,0,0,0,1,0,0,0,0,0
